id,purchase_id,product_id,amount,price,discount,marketing_rule
37395-2,37395,2037,2,522,36,1
37395-3,37395,2037,2,893,43,1
37395-4,37395,2812,2,616,63,0
37395-5,37395,2127,1,510,50,1
37395-6,37395,2241,1,926,53,0
37395-7,37395,1651,1,793,70,0
6617-0,6617,2982,1,945,29,0
6617-1,6617,1621,1,665,28,1
6617-2,6617,2475,1,675,30,0
6617-3,6617,2436,2,899,96,1
6617-4,6617,2060,1,559,83,0
6617-5,6617,2905,1,302,72,0
84525-0,84525,3021,1,788,46,0
51824-0,51824,2592,2,686,36,0
51824-1,51824,2169,1,776,0,0
51824-2,51824,1899,1,297,1,0
42668-0,42668,2589,2,671,71,1
42668-1,42668,2395,3,750,17,1
62878-0,62878,3021,1,552,18,1
62878-1,62878,1399,1,687,45,0
62878-2,62878,1822,1,202,79,1
62878-3,62878,2919,1,476,0,1
64769-0,64769,1485,1,326,54,1
26491-0,26491,2770,1,333,93,1
26491-1,26491,2536,1,363,92,0
26491-2,26491,2742,2,189,24,1
26491-3,26491,1627,1,837,9,1
39342-0,39342,2169,1,676,89,1
39342-1,39342,2395,1,722,4,0
39342-2,39342,1899,2,683,73,0
39342-3,39342,2858,1,911,20,0
83369-0,83369,1812,1,162,44,1
83369-1,83369,2266,2,263,87,1
83369-2,83369,2281,1,912,54,0
83369-3,83369,2139,1,921,16,0
385-0,385,2306,1,182,9,0
385-1,385,1989,1,831,2,0
96918-0,96918,1690,1,264,12,1
96918-1,96918,1659,1,288,13,0
31575-0,31575,2736,1,742,52,1
31575-1,31575,1476,1,237,33,1
31575-2,31575,1542,2,354,39,0
99388-0,99388,1870,1,241,75,1
99388-1,99388,1823,1,423,6,1
99388-2,99388,1498,1,845,17,0
99388-3,99388,2700,1,124,69,1
43576-0,43576,1912,1,832,66,1
43576-1,43576,1671,1,690,0,0
43576-2,43576,2592,3,896,71,0
43576-3,43576,1233,1,579,64,1
43576-4,43576,2130,1,435,16,0
43576-5,43576,1515,2,189,48,0
43576-6,43576,1627,3,915,78,1
22205-0,22205,2168,1,240,61,1
22205-1,22205,2241,1,834,43,0
22205-2,22205,1804,1,566,68,1
22205-3,22205,1485,3,265,69,0
22205-4,22205,1830,1,951,36,0
22205-5,22205,1655,1,171,42,0
22205-6,22205,1498,1,979,67,0
22205-7,22205,2060,1,506,37,0
22205-8,22205,1312,1,891,20,1
22205-9,22205,1498,1,247,0,0
47273-0,47273,2627,1,206,39,0
47273-1,47273,2919,2,815,96,0
47273-2,47273,2266,3,360,38,0
47273-3,47273,2060,1,398,42,1
47273-4,47273,2767,2,753,4,1
47273-5,47273,1163,1,903,46,1
17550-0,17550,2857,2,363,76,1
89420-0,89420,1363,1,522,6,1
89420-1,89420,3021,2,367,31,0
89420-2,89420,2037,1,785,63,1
89420-3,89420,1890,1,766,74,1
89420-4,89420,1702,1,703,59,0
70713-0,70713,3067,3,328,17,0
70713-1,70713,1617,1,239,90,0
70713-2,70713,1934,1,393,14,1
53351-0,53351,1381,1,695,65,0
43631-0,43631,1381,1,840,98,0
43631-1,43631,2281,1,262,27,1
43631-2,43631,2139,2,713,78,0
43631-3,43631,2278,1,923,13,0
43631-4,43631,2916,1,558,37,1
43631-5,43631,2181,1,855,25,1
43631-6,43631,2266,1,562,97,1
43631-7,43631,3021,1,416,16,0
43631-8,43631,2909,1,478,59,0
4099-0,4099,1217,1,614,58,0
4099-1,4099,1209,2,592,84,1
4099-2,4099,2656,1,695,90,1
4099-3,4099,2169,1,843,68,1
4099-4,4099,1785,2,544,90,1
4099-5,4099,1659,1,290,16,1
4099-6,4099,1875,1,832,60,1
4099-7,4099,1843,1,290,78,1
4099-8,4099,1081,1,794,39,1
85067-0,85067,2942,1,609,29,1
85067-1,85067,1875,1,132,11,0
85067-2,85067,3017,1,833,69,1
23898-0,23898,1874,1,215,5,0
23898-1,23898,1812,3,726,68,0
23898-2,23898,2475,1,485,40,0
23898-3,23898,1804,1,561,92,0
23898-4,23898,1534,2,353,90,1
23898-5,23898,1128,1,391,43,1
23898-6,23898,2742,1,994,62,1
23898-7,23898,1934,1,635,97,0
23898-8,23898,2306,1,987,94,0
88472-0,88472,1662,1,558,91,0
88472-1,88472,2128,1,211,19,0
88472-2,88472,2181,1,711,0,1
10627-0,10627,2213,1,372,34,1
10627-1,10627,1314,1,282,4,1
10627-2,10627,2536,1,908,48,1
10627-3,10627,1653,3,561,80,0
10627-4,10627,1800,2,406,30,1
10627-5,10627,2105,1,839,62,0
10627-6,10627,1849,1,453,81,1
10627-7,10627,1542,1,969,45,0
10627-8,10627,2342,1,179,23,0
85565-0,85565,3019,1,937,34,1
85565-1,85565,1314,1,956,64,0
85565-2,85565,1419,2,985,20,0
85565-3,85565,2942,2,731,42,0
85565-4,85565,1182,1,558,1,1
85565-5,85565,1289,1,945,27,1
74265-0,74265,1199,1,162,54,0
63308-0,63308,2592,1,190,29,1
63308-1,63308,3067,1,835,75,0
63308-2,63308,2902,1,212,36,0
63308-3,63308,1133,1,231,26,1
78749-0,78749,1651,1,494,27,0
78749-1,78749,2212,2,699,63,1
78749-2,78749,1542,1,119,36,1
78749-3,78749,1515,1,149,88,1
78749-4,78749,2153,3,330,93,0
78749-5,78749,1908,3,873,24,0
78749-6,78749,1399,1,359,87,0
64392-0,64392,1903,3,175,18,1
64392-1,64392,2980,1,905,60,0
64392-2,64392,1653,3,227,59,0
64392-3,64392,1169,1,153,26,1
53191-0,53191,1621,1,810,17,0
53191-1,53191,2128,1,366,83,1
53191-2,53191,1169,1,608,42,1
53191-3,53191,3055,1,960,9,1
53191-4,53191,1831,2,446,43,1
75583-0,75583,1929,1,584,54,1
75583-1,75583,1823,2,204,45,1
75583-2,75583,2400,1,548,88,1
75583-3,75583,3042,1,283,63,0
75583-4,75583,2919,3,738,96,0
97460-0,97460,1133,1,417,63,0
97460-1,97460,2513,1,962,37,0
5777-0,5777,1450,1,646,67,0
58974-0,58974,2513,1,479,89,1
58974-1,58974,2482,1,262,90,0
58974-2,58974,1251,3,586,5,0
58974-3,58974,2612,3,743,59,0
58974-4,58974,1419,1,397,50,0
87417-0,87417,2168,1,487,91,1
87417-1,87417,2332,1,1000,33,0
65322-0,65322,1363,1,924,65,1
65322-1,65322,2482,1,921,58,1
65322-2,65322,2241,1,281,11,1
65322-3,65322,3042,1,700,11,1
65322-4,65322,2332,1,870,32,0
19022-0,19022,1419,1,316,40,0
39843-0,39843,2902,2,347,90,1
50861-0,50861,1245,1,549,42,0
50861-1,50861,2446,1,299,3,1
12463-0,12463,1655,1,835,45,1
12463-1,12463,1470,1,655,33,1
12463-2,12463,2410,2,118,67,1
12463-3,12463,2536,2,566,20,0
12463-4,12463,3019,2,528,53,0
49499-0,49499,2472,2,990,48,1
49499-1,49499,3019,1,348,80,1
49499-2,49499,1566,1,737,66,1
49499-3,49499,1232,1,625,50,1
7985-0,7985,1470,3,131,31,1
7985-1,7985,2482,1,735,10,1
7985-2,7985,2127,3,380,38,1
7985-3,7985,2916,1,314,67,1
7985-4,7985,2060,1,437,32,0
7985-5,7985,2536,1,836,37,1
7985-6,7985,2440,1,405,22,1
7985-7,7985,2812,1,829,50,0
49797-0,49797,2128,1,250,81,1
49797-1,49797,2128,1,719,61,1
49797-2,49797,2916,1,570,98,1
49797-3,49797,2212,1,245,3,0
49797-4,49797,2436,1,952,41,1
49797-5,49797,1852,2,655,9,1
49797-6,49797,1450,2,871,19,0
40994-0,40994,1379,3,877,59,1
40994-1,40994,2095,2,378,5,0
40994-2,40994,1227,1,490,47,0
40994-3,40994,1450,2,684,64,0
37010-0,37010,2700,1,830,89,1
37010-1,37010,2436,1,337,33,1
37010-2,37010,1542,2,757,83,0
20252-0,20252,1671,2,213,10,0
20252-1,20252,2916,2,182,23,0
20252-2,20252,2252,1,731,18,1
20252-3,20252,1399,2,227,94,0
20252-4,20252,2095,3,837,59,0
20252-5,20252,1542,1,179,67,1
20252-6,20252,1314,2,715,80,1
15132-0,15132,2048,1,832,11,0
15132-1,15132,2627,1,585,34,0
15132-2,15132,2440,1,725,40,0
15132-3,15132,1485,1,910,57,0
15132-4,15132,2458,2,915,1,0
15132-5,15132,2026,1,596,88,0
15132-6,15132,1671,1,663,12,0
15132-7,15132,2577,1,696,63,0
15132-8,15132,1169,1,117,43,0
15132-9,15132,2313,1,579,75,1
48681-0,48681,1375,1,161,15,0
48681-1,48681,2266,1,646,86,1
48681-2,48681,2511,2,472,16,1
88020-0,88020,2742,1,496,45,0
88020-1,88020,2458,3,675,15,1
88020-2,88020,2475,2,237,1,1
88020-3,88020,1128,1,487,71,0
88020-4,88020,2511,2,283,5,0
88020-5,88020,2048,2,117,68,0
88020-6,88020,2537,2,731,35,1
88020-7,88020,2105,1,835,90,0
88020-8,88020,1749,1,310,43,0
88020-9,88020,1729,1,499,41,1
89608-0,89608,1831,1,726,80,1
89608-1,89608,1566,1,921,51,1
89608-2,89608,1375,1,428,42,0
89608-3,89608,2903,1,590,69,1
89608-4,89608,1989,1,663,92,1
89608-5,89608,2407,1,771,37,1
89608-6,89608,2139,1,572,16,0
89608-7,89608,1880,1,475,71,0
89608-8,89608,2982,1,964,78,0
89608-9,89608,2203,1,767,68,1
93652-0,93652,1542,1,796,15,1
93652-1,93652,1822,1,232,35,1
93652-2,93652,2472,1,832,13,1
93652-3,93652,2060,1,835,51,1
93652-4,93652,2942,2,305,9,1
93652-5,93652,1209,1,289,65,1
93652-6,93652,1903,1,516,93,1
93652-7,93652,2407,1,471,88,0
79304-0,79304,1647,1,367,63,0
79304-1,79304,2589,1,687,56,0
58768-0,58768,1399,2,218,63,1
58768-1,58768,1399,1,324,55,0
58768-2,58768,2963,1,137,29,0
58768-3,58768,1419,1,142,62,0
44369-0,44369,1655,3,523,67,0
44369-1,44369,2933,1,967,39,1
44369-2,44369,2612,1,100,99,1
44369-3,44369,1314,2,889,29,1
44369-4,44369,1752,2,976,19,0
24161-0,24161,1797,1,241,84,0
24161-1,24161,1843,1,895,5,0
24161-2,24161,1573,1,599,57,1
24161-3,24161,2281,1,954,75,1
61942-0,61942,2925,2,278,23,1
61942-1,61942,2407,1,639,30,0
61942-2,61942,2548,2,955,42,0
61942-3,61942,1057,2,155,71,0
61942-4,61942,1215,2,901,22,1
61942-5,61942,1880,1,782,93,1
16389-0,16389,2903,1,415,40,0
16389-1,16389,2177,1,349,67,0
16389-2,16389,2471,1,725,22,1
16389-3,16389,1515,1,784,91,1
16389-4,16389,3111,1,288,11,1
16389-5,16389,2763,1,990,29,1
16389-6,16389,2832,2,690,16,1
16389-7,16389,1166,1,258,42,1
16389-8,16389,1542,3,609,29,1
48357-0,48357,1233,1,772,62,1
48357-1,48357,2281,1,887,9,1
3563-0,3563,2485,1,875,67,1
3563-1,3563,1057,1,553,37,1
3563-2,3563,1534,1,903,11,0
3563-3,3563,1312,1,224,2,1
3563-4,3563,2169,1,918,29,0
3563-5,3563,1912,3,959,79,0
3563-6,3563,2168,1,176,43,1
3563-7,3563,3017,1,476,51,1
3563-8,3563,1929,2,363,79,1
69317-0,69317,2683,1,250,1,0
69317-1,69317,1215,3,935,100,1
69317-2,69317,2980,2,648,1,0
93197-0,93197,2942,1,128,20,1
93197-1,93197,2925,1,108,65,1
85789-0,85789,2169,1,202,45,1
79951-0,79951,2548,1,234,85,1
79951-1,79951,1227,1,189,34,0
79951-2,79951,3019,1,487,60,1
79951-3,79951,2812,1,289,6,0
79951-4,79951,1450,1,607,96,0
79951-5,79951,1880,1,323,39,1
79951-6,79951,1702,1,786,91,1
79951-7,79951,1908,2,626,43,1
7574-0,7574,1217,1,386,87,0
7574-1,7574,2252,1,221,22,0
7574-2,7574,2770,1,524,6,0
7574-3,7574,1217,1,269,92,0
7574-4,7574,2124,1,322,54,1
7574-5,7574,1843,2,596,89,1
7574-6,7574,1128,1,922,42,0
7574-7,7574,2212,1,985,70,1
7574-8,7574,1375,1,289,90,1
5393-0,5393,2181,1,495,8,1
5393-1,5393,2026,1,947,59,0
5393-2,5393,2513,1,354,19,1
5393-3,5393,2241,1,717,23,0
5393-4,5393,1752,1,113,45,0
5393-5,5393,1870,1,697,37,1
5393-6,5393,1812,1,479,69,1
5393-7,5393,1341,1,831,12,0
5393-8,5393,1515,1,476,6,0
5393-9,5393,1659,1,348,41,0
5707-0,5707,2612,2,223,75,1
5707-1,5707,1341,1,582,53,1
5707-2,5707,2060,3,651,32,1
5707-3,5707,2537,1,718,93,1
5707-4,5707,2571,1,159,44,1
5707-5,5707,2742,1,448,48,0
5707-6,5707,2241,3,226,23,1
5707-7,5707,2436,1,826,0,0
5707-8,5707,1163,1,750,75,0
5707-9,5707,2589,1,898,53,1
48133-0,48133,1934,2,141,54,1
48133-1,48133,1232,1,248,12,0
48133-2,48133,1215,1,653,74,1
48133-3,48133,2919,1,625,90,0
48133-4,48133,1419,1,282,57,0
48133-5,48133,2613,1,278,12,1
83126-0,83126,2812,2,377,7,1
83126-1,83126,2909,1,963,63,1
83126-2,83126,2613,1,800,58,1
6780-0,6780,1890,1,937,53,1
6780-1,6780,2919,1,714,41,1
6780-2,6780,2181,3,403,25,1
6780-3,6780,2942,1,892,14,1
6780-4,6780,2124,1,681,84,1
6780-5,6780,2472,2,491,64,0
6780-6,6780,2168,1,190,96,0
6780-7,6780,1251,2,551,82,0
6780-8,6780,1671,1,249,74,1
73439-0,73439,2536,1,411,21,0
73439-1,73439,2513,1,704,3,0
73439-2,73439,2213,3,254,39,1
95733-0,95733,2048,3,483,8,0
95733-1,95733,2400,2,641,36,1
95733-2,95733,2203,3,540,7,1
95733-3,95733,1314,1,388,14,0
95733-4,95733,1251,1,160,90,0
95733-5,95733,2228,1,980,84,0
95733-6,95733,2933,1,635,3,0
95043-0,95043,1166,1,173,37,1
95043-1,95043,2511,3,118,99,0
95043-2,95043,1169,2,642,68,1
95043-3,95043,2664,1,440,7,1
95043-4,95043,2266,1,372,61,1
95043-5,95043,1245,1,815,5,0
95043-6,95043,2571,1,592,20,1
95043-7,95043,1476,1,426,1,1
84736-0,84736,1086,1,309,18,1
84736-1,84736,2612,3,172,50,0
84736-2,84736,2613,3,210,48,1
26957-0,26957,2537,1,395,41,1
26957-1,26957,1245,1,184,42,1
26957-2,26957,2537,1,996,28,1
26957-3,26957,2281,2,268,60,1
26957-4,26957,1202,1,653,50,1
26957-5,26957,1419,1,723,40,0
2593-0,2593,2105,1,576,51,1
2593-1,2593,1650,1,749,78,1
1639-0,1639,1233,1,739,28,1
1639-1,1639,1890,1,611,79,0
1639-2,1639,1215,3,445,25,0
1639-3,1639,2257,1,364,50,1
71370-0,71370,2656,1,888,68,1
71370-1,71370,2124,2,257,67,0
71370-2,71370,1419,1,150,95,0
19502-0,19502,3158,1,848,32,1
19502-1,19502,2241,3,433,18,0
7069-0,7069,2664,1,880,78,0
7069-1,7069,2656,1,702,92,1
7069-2,7069,2592,1,733,45,1
7069-3,7069,1812,1,960,58,0
7069-4,7069,1215,1,356,19,0
44962-0,44962,1379,1,667,6,0
96088-0,96088,1341,1,204,27,1
96088-1,96088,2019,2,185,2,0
96088-2,96088,2026,1,425,3,1
96088-3,96088,1942,1,718,29,0
96088-4,96088,1621,2,155,87,0
96088-5,96088,1289,1,166,24,1
96088-6,96088,1169,1,855,94,0
96088-7,96088,1671,1,969,52,1
9043-0,9043,2128,1,191,73,1
9043-1,9043,2700,1,867,19,0
9043-2,9043,2105,1,828,88,0
9043-3,9043,2475,1,768,19,1
21937-0,21937,2470,1,213,19,1
21937-1,21937,2257,1,979,39,1
21937-2,21937,2212,2,654,65,0
21937-3,21937,1081,1,942,43,1
21937-4,21937,1662,2,774,75,1
21937-5,21937,1217,1,247,55,0
89207-0,89207,1081,1,942,6,0
89207-1,89207,3021,1,856,79,0
89207-2,89207,1822,1,576,57,1
89207-3,89207,2417,2,767,15,1
89207-4,89207,3030,1,369,27,0
89207-5,89207,1245,1,947,92,0
89207-6,89207,2858,2,286,61,0
89207-7,89207,1749,1,408,83,1
68075-0,68075,2407,1,942,93,0
36159-0,36159,1515,1,171,86,0
36159-1,36159,3021,1,146,70,1
9885-0,9885,1830,1,453,12,1
9885-1,9885,3055,2,862,70,0
9885-2,9885,2252,2,154,75,0
9885-3,9885,1485,1,717,100,1
9885-4,9885,1934,1,242,6,0
48053-0,48053,2537,1,787,98,1
48053-1,48053,1899,1,221,62,1
48053-2,48053,1086,1,944,21,1
48053-3,48053,1233,3,251,12,0
88107-0,88107,1233,2,973,76,1
88107-1,88107,1245,1,853,31,0
88107-2,88107,1647,3,943,31,0
88107-3,88107,1822,1,603,73,1
88107-4,88107,2475,1,400,62,0
45256-0,45256,1729,2,436,23,1
45256-1,45256,3017,1,491,67,0
45256-2,45256,1875,1,754,13,0
45256-3,45256,2513,1,564,71,0
45256-4,45256,2105,1,415,67,1
45256-5,45256,1934,1,295,96,1
45256-6,45256,1621,1,409,97,0
45256-7,45256,2140,3,651,71,1
45256-8,45256,2736,1,963,8,1
48447-0,48447,2257,1,128,3,1
48447-1,48447,1653,1,757,83,0
48447-2,48447,3067,1,104,67,1
48447-3,48447,2037,1,615,86,0
48447-4,48447,1942,1,477,19,1
35571-0,35571,2112,1,287,22,1
35571-1,35571,2511,1,968,52,0
35571-2,35571,1908,1,967,50,1
35571-3,35571,2537,1,649,43,1
35571-4,35571,2257,1,457,97,0
35571-5,35571,2019,1,135,66,0
35571-6,35571,1929,1,358,80,1
35571-7,35571,2400,2,846,5,1
35571-8,35571,1823,2,520,95,0
35571-9,35571,2168,1,296,65,1
64510-0,64510,2942,1,544,66,1
64510-1,64510,2203,1,823,6,0
64510-2,64510,2212,1,460,92,1
64510-3,64510,2612,1,458,32,1
64510-4,64510,1232,1,200,1,1
64510-5,64510,3042,1,656,94,0
58291-0,58291,2475,3,109,11,1
58291-1,58291,2306,1,733,16,0
58291-2,58291,2627,1,939,40,1
58291-3,58291,1989,1,777,28,1
58291-4,58291,3019,1,607,81,0
58291-5,58291,3019,2,640,80,0
58291-6,58291,1823,1,781,54,1
59256-0,59256,1515,1,397,53,0
59256-1,59256,2775,1,710,38,0
59256-2,59256,2112,1,653,71,0
59256-3,59256,2400,1,900,21,1
59256-4,59256,1942,2,690,56,0
59256-5,59256,2933,1,625,48,1
59256-6,59256,2625,1,773,40,0
54131-0,54131,1363,1,383,98,0
54131-1,54131,1245,1,116,26,1
54131-2,54131,1363,1,464,73,1
54131-3,54131,2313,3,598,31,1
54131-4,54131,2592,1,969,23,1
54131-5,54131,2832,1,325,39,0
54131-6,54131,1057,1,524,36,0
54131-7,54131,1419,2,549,96,0
54131-8,54131,1251,3,180,64,1
54131-9,54131,1929,1,584,37,1
79571-0,79571,2916,3,495,59,1
79571-1,79571,1534,1,391,36,0
79571-2,79571,1890,1,640,32,1
79571-3,79571,2431,3,148,2,1
79571-4,79571,2902,3,833,12,1
27850-0,27850,1797,1,529,13,0
27850-1,27850,1182,1,568,99,0
27850-2,27850,2925,1,233,84,0
27850-3,27850,1638,1,113,20,1
27850-4,27850,1912,1,773,53,1
27850-5,27850,2625,1,367,66,1
27850-6,27850,1650,1,856,55,0
68650-0,68650,2306,1,213,53,1
68650-1,68650,3021,1,980,39,0
68650-2,68650,2627,1,695,69,0
68650-3,68650,2105,3,245,31,0
68650-4,68650,2925,1,632,14,0
81400-0,81400,2787,2,642,11,0
81400-1,81400,1843,1,484,100,0
27649-0,27649,2482,1,329,40,0
27649-1,27649,2446,1,506,28,1
27649-2,27649,1647,2,992,15,1
27649-3,27649,1655,1,575,100,1
27649-4,27649,1086,3,724,12,1
27649-5,27649,1450,3,714,17,1
27649-6,27649,2770,1,887,34,0
27649-7,27649,1419,1,181,46,1
27649-8,27649,1852,1,224,16,0
48330-0,48330,2736,2,836,16,1
43995-0,43995,2742,1,530,65,0
43995-1,43995,1289,1,598,35,0
51413-0,51413,2395,1,402,19,1
51413-1,51413,2482,1,397,10,0
51413-2,51413,2537,2,970,40,0
51413-3,51413,1617,1,419,99,0
51413-4,51413,1823,1,699,73,1
51413-5,51413,3042,2,348,46,1
51413-6,51413,2770,3,213,70,0
51413-7,51413,2048,1,192,21,0
63273-0,63273,2548,1,867,58,1
63273-1,63273,2278,1,292,48,0
63273-2,63273,2832,1,984,54,1
63273-3,63273,2169,1,876,45,1
63273-4,63273,1830,1,917,84,1
63273-5,63273,1647,1,945,6,0
63273-6,63273,3030,1,949,16,1
63273-7,63273,2903,1,202,30,0
57108-0,57108,2407,1,355,49,0
42464-0,42464,1749,1,652,72,1
42464-1,42464,2536,1,870,7,1
42464-2,42464,1485,2,535,53,0
42464-3,42464,2128,1,997,34,0
6368-0,6368,1485,1,744,16,0
63061-0,63061,2905,1,917,52,0
17960-0,17960,1822,2,707,56,0
17960-1,17960,2410,3,775,85,0
17960-2,17960,2857,2,587,44,0
17960-3,17960,2181,1,300,81,1
16112-0,16112,2770,2,580,1,1
16112-1,16112,2027,1,311,53,1
16112-2,16112,2154,1,578,52,1
16112-3,16112,2471,1,373,87,1
16112-4,16112,2858,3,583,14,1
16112-5,16112,1627,1,952,37,1
16112-6,16112,2213,2,258,21,0
16112-7,16112,2925,1,250,41,0
16112-8,16112,2026,3,993,50,1
20783-0,20783,2409,1,332,64,1
20783-1,20783,1880,2,463,100,0
20783-2,20783,1653,2,145,78,1
20783-3,20783,2342,1,802,58,1
20783-4,20783,2281,1,477,65,1
20783-5,20783,1515,1,367,3,1
20783-6,20783,1617,1,766,16,0
20783-7,20783,1880,1,301,31,1
20783-8,20783,1929,1,132,45,0
10632-0,10632,1627,1,437,79,0
10632-1,10632,2124,1,883,69,0
10632-2,10632,2213,1,194,46,0
5494-0,5494,1627,2,871,83,1
5494-1,5494,3030,1,863,10,0
50317-0,50317,2700,1,199,54,0
50317-1,50317,2417,2,814,38,0
50317-2,50317,1251,2,140,20,0
96623-0,96623,3021,1,758,40,0
96623-1,96623,3055,3,198,63,1
96623-2,96623,1306,2,640,38,1
96623-3,96623,2436,2,721,41,1
96623-4,96623,1604,1,117,14,0
96623-5,96623,1870,1,742,62,1
96623-6,96623,2536,1,681,14,0
96623-7,96623,1512,1,284,39,1
96623-8,96623,2410,2,578,26,0
96623-9,96623,1314,1,722,90,1
77056-0,77056,2700,1,545,98,1
77056-1,77056,1081,1,676,36,1
77056-2,77056,1573,3,399,96,1
46761-0,46761,1604,1,265,50,0
46761-1,46761,2589,1,486,10,0
46761-2,46761,1812,1,491,19,1
46761-3,46761,1650,2,156,22,1
46761-4,46761,1341,1,121,35,0
46761-5,46761,1375,2,595,75,0
46761-6,46761,1908,3,438,82,1
46761-7,46761,1215,1,911,77,0
63583-0,63583,1650,2,589,61,0
63583-1,63583,1086,1,543,67,1
63583-2,63583,2278,1,600,9,0
63583-3,63583,1232,1,208,63,0
63583-4,63583,1199,2,689,28,0
63583-5,63583,2980,2,436,87,0
81536-0,81536,2169,2,123,69,0
81536-1,81536,2700,2,628,52,1
27588-0,27588,3067,1,655,15,0
27588-1,27588,2019,1,336,81,1
27588-2,27588,1215,2,354,30,1
27588-3,27588,2750,1,952,66,1
81687-0,81687,2470,2,326,34,0
81687-1,81687,1182,1,262,31,1
81687-2,81687,3017,1,285,42,1
81687-3,81687,2787,1,585,21,0
81687-4,81687,1880,1,208,34,1
81687-5,81687,1822,1,695,34,0
81687-6,81687,2060,1,345,33,0
81687-7,81687,1843,1,939,30,1
81687-8,81687,1202,2,141,99,1
89164-0,89164,2458,1,911,80,1
89164-1,89164,1785,3,165,94,0
89164-2,89164,1934,1,507,40,0
89164-3,89164,3021,1,518,85,0
89164-4,89164,1749,1,753,65,0
89164-5,89164,1668,1,776,10,1
89164-6,89164,1232,1,313,38,1
89164-7,89164,1650,2,993,15,0
89164-8,89164,2130,1,419,28,0
89164-9,89164,1534,1,630,66,0
54555-0,54555,1843,1,459,2,1
54555-1,54555,2395,1,378,29,1
71195-0,71195,2048,1,283,78,0
71195-1,71195,2440,1,122,26,1
71195-2,71195,2440,1,104,29,1
71195-3,71195,2905,1,485,53,0
20517-0,20517,2332,1,431,39,1
20517-1,20517,2407,3,433,75,0
20517-2,20517,2400,1,242,46,0
20517-3,20517,2128,1,820,36,0
20517-4,20517,2589,1,244,68,0
20517-5,20517,2700,1,635,47,0
20517-6,20517,1399,2,522,58,0
30424-0,30424,3053,1,639,5,1
30424-1,30424,1133,1,137,87,1
30424-2,30424,2485,2,282,96,0
30424-3,30424,3067,2,929,40,0
30424-4,30424,2980,2,342,98,0
52572-0,52572,1476,1,601,47,1
52572-1,52572,1169,2,666,77,1
52572-2,52572,1870,1,862,99,0
52572-3,52572,2048,1,162,73,0
52572-4,52572,2742,1,724,88,0
52572-5,52572,2436,2,645,78,0
52572-6,52572,2775,2,810,46,1
52572-7,52572,1934,1,988,69,1
11921-0,11921,1650,2,487,22,0
11921-1,11921,1341,2,900,37,1
11921-2,11921,1363,3,317,41,1
11921-3,11921,1163,1,675,86,1
11921-4,11921,1363,1,821,24,1
85655-0,85655,1690,3,653,40,1
85655-1,85655,2410,1,495,61,0
85655-2,85655,2513,3,696,92,1
85655-3,85655,1232,1,740,76,0
76397-0,76397,2812,2,945,17,1
76397-1,76397,1233,3,450,1,0
76397-2,76397,1998,1,363,94,0
76397-3,76397,2407,1,767,74,0
76397-4,76397,1671,1,657,76,0
76397-5,76397,1381,3,240,93,1
76397-6,76397,1702,1,457,56,0
76397-7,76397,1202,1,921,33,0
76397-8,76397,2589,1,426,54,0
76397-9,76397,1294,1,678,42,1
24378-0,24378,2060,2,344,10,1
24378-1,24378,3042,1,703,81,1
24378-2,24378,3053,1,943,36,1
24378-3,24378,1785,1,929,53,0
24378-4,24378,2048,1,342,60,1
24378-5,24378,2407,2,253,85,0
24378-6,24378,2982,1,670,30,1
24378-7,24378,2625,1,990,5,0
24378-8,24378,1341,1,117,12,0
24378-9,24378,2470,1,696,45,1
87827-0,87827,2832,1,650,52,1
87827-1,87827,3111,1,792,48,0
87827-2,87827,1912,1,216,54,0
87827-3,87827,2627,1,760,76,0
87827-4,87827,3067,1,561,98,0
41312-0,41312,1662,1,557,46,1
41312-1,41312,1450,2,505,84,1
41312-2,41312,3067,1,653,17,0
41312-3,41312,1804,1,900,98,0
41312-4,41312,2177,2,700,62,0
41312-5,41312,2589,1,665,49,1
39037-0,39037,2154,1,678,18,1
39037-1,39037,2925,2,209,84,0
39037-2,39037,2577,1,717,9,0
39037-3,39037,1929,2,306,68,0
77285-0,77285,2511,1,996,79,0
77285-1,77285,1668,2,109,13,0
77285-2,77285,2181,2,916,3,1
77285-3,77285,2942,2,366,68,0
77285-4,77285,1880,1,712,69,0
77285-5,77285,2787,2,843,66,1
77285-6,77285,3021,1,391,77,0
77285-7,77285,1312,1,188,50,1
77285-8,77285,1169,1,593,98,1
49364-0,49364,1542,1,679,83,0
49364-1,49364,2903,1,393,88,0
49364-2,49364,2472,1,614,37,1
49364-3,49364,3055,3,155,84,1
49364-4,49364,1512,3,296,47,0
49364-5,49364,2409,2,651,72,1
49364-6,49364,1169,3,507,44,1
49364-7,49364,1800,1,929,47,0
49364-8,49364,2589,1,669,22,1
6168-0,6168,2933,1,275,94,0
6168-1,6168,2857,1,920,12,0
6168-2,6168,2127,1,559,44,1
6168-3,6168,2485,1,503,100,1
6168-4,6168,1375,2,869,13,0
6168-5,6168,2105,3,416,70,0
57024-0,57024,1375,1,289,63,1
22840-0,22840,2407,1,931,57,1
22840-1,22840,1128,1,857,11,0
69193-0,69193,2787,1,603,9,1
69193-1,69193,1929,1,966,55,0
69193-2,69193,2235,1,814,30,0
69193-3,69193,1604,1,139,20,0
69193-4,69193,2750,1,944,39,0
9211-0,9211,2266,2,106,45,1
9211-1,9211,1729,3,594,76,1
9211-2,9211,1202,1,385,25,0
